solar,iid,datetime,h
0.0,0,2011-02-28,21.0
0.0,0,2011-02-28,22.0
0.0,0,2011-02-28,23.0
0.0,0,2011-03-01,0.0
0.0,0,2011-03-01,1.0
0.0,0,2011-03-01,2.0
0.0,0,2011-03-01,3.0
0.0,0,2011-03-01,4.0
0.0,0,2011-03-01,5.0
0.0,0,2011-03-01,6.0
0.0,0,2011-03-01,7.0
0.075,0,2011-03-01,8.0
0.44999999999999996,0,2011-03-01,9.0
0.98,0,2011-03-01,10.0
1.23,0,2011-03-01,11.0
2.19,0,2011-03-01,12.0
1.7,0,2011-03-01,13.0
1.9000000000000001,0,2011-03-01,14.0
3.005,0,2011-03-01,15.0
1.8599999999999999,0,2011-03-01,16.0
0.7650000000000001,0,2011-03-01,17.0
0.27,0,2011-03-01,18.0
0.0,0,2011-03-01,19.0
0.0,0,2011-03-01,20.0
0.0,0,2011-03-01,21.0
0.0,0,2011-03-01,22.0
0.0,0,2011-03-01,23.0
0.0,0,2011-03-02,0.0
0.0,0,2011-03-02,1.0
0.0,0,2011-03-02,2.0
0.0,0,2011-03-02,3.0
0.0,0,2011-03-02,4.0
0.0,0,2011-03-02,5.0
0.0,0,2011-03-02,6.0
0.0,0,2011-03-02,7.0
0.0,0,2011-03-02,8.0
0.19,0,2011-03-02,9.0
0.545,0,2011-03-02,10.0
0.75,0,2011-03-02,11.0
2.585,0,2011-03-02,12.0
4.375,0,2011-03-02,13.0
0.9550000000000001,0,2011-03-02,14.0
1.085,0,2011-03-02,15.0
1.3399999999999999,0,2011-03-02,16.0
1.2149999999999999,0,2011-03-02,17.0
0.345,0,2011-03-02,18.0
0.0,0,2011-03-02,19.0
0.0,0,2011-03-02,20.0
0.0,0,2011-03-02,21.0
0.0,0,2011-03-02,22.0
0.0,0,2011-03-02,23.0
0.0,0,2011-03-03,0.0
0.0,0,2011-03-03,1.0
0.0,0,2011-03-03,2.0
0.0,0,2011-03-03,3.0
0.0,0,2011-03-03,4.0
0.0,0,2011-03-03,5.0
0.0,0,2011-03-03,6.0
0.0,0,2011-03-03,7.0
0.245,0,2011-03-03,8.0
1.5899999999999999,0,2011-03-03,9.0
2.625,0,2011-03-03,10.0
3.8049999999999997,0,2011-03-03,11.0
5.41,0,2011-03-03,12.0
3.27,0,2011-03-03,13.0
2.1799999999999997,0,2011-03-03,14.0
3.085,0,2011-03-03,15.0
1.15,0,2011-03-03,16.0
0.5349999999999999,0,2011-03-03,17.0
0.205,0,2011-03-03,18.0
0.0,0,2011-03-03,19.0
0.0,0,2011-03-03,20.0
0.0,0,2011-03-03,21.0
0.0,0,2011-03-03,22.0
0.0,0,2011-03-03,23.0
0.0,0,2011-03-04,0.0
0.0,0,2011-03-04,1.0
0.0,0,2011-03-04,2.0
0.0,0,2011-03-04,3.0
0.0,0,2011-03-04,4.0
0.0,0,2011-03-04,5.0
0.0,0,2011-03-04,6.0
0.0,0,2011-03-04,7.0
0.19,0,2011-03-04,8.0
2.19,0,2011-03-04,9.0
1.085,0,2011-03-04,10.0
1.8200000000000003,0,2011-03-04,11.0
5.654999999999999,0,2011-03-04,12.0
4.245,0,2011-03-04,13.0
2.74,0,2011-03-04,14.0
1.265,0,2011-03-04,15.0
1.4033333333333333,0,2011-03-04,16.0
0.9650000000000001,0,2011-03-04,17.0
0.41500000000000004,0,2011-03-04,18.0
0.0,0,2011-03-04,19.0
0.0,0,2011-03-04,20.0
0.0,0,2011-03-04,21.0
0.0,0,2011-03-04,22.0
0.0,0,2011-03-04,23.0
0.0,0,2011-03-05,0.0
0.0,0,2011-03-05,1.0
0.0,0,2011-03-05,2.0
0.0,0,2011-03-05,3.0
0.0,0,2011-03-05,4.0
0.0,0,2011-03-05,5.0
0.0,0,2011-03-05,6.0
0.0,0,2011-03-05,7.0
0.625,0,2011-03-05,8.0
2.435,0,2011-03-05,9.0
2.825,0,2011-03-05,10.0
1.01,0,2011-03-05,11.0
0.935,0,2011-03-05,12.0
1.535,0,2011-03-05,13.0
2.8899999999999997,0,2011-03-05,14.0
3.615,0,2011-03-05,15.0
2.3449999999999998,0,2011-03-05,16.0
0.485,0,2011-03-05,17.0
0.5800000000000001,0,2011-03-05,18.0
0.0,0,2011-03-05,19.0
0.0,0,2011-03-05,20.0
0.0,0,2011-03-05,21.0
0.0,0,2011-03-05,22.0
0.0,0,2011-03-05,23.0
0.0,0,2011-03-06,0.0
0.0,0,2011-03-06,1.0
0.0,0,2011-03-06,2.0
0.0,0,2011-03-06,3.0
0.0,0,2011-03-06,4.0
0.0,0,2011-03-06,5.0
0.0,0,2011-03-06,6.0
0.0,0,2011-03-06,7.0
0.11,0,2011-03-06,8.0
1.79,0,2011-03-06,9.0
2.825,0,2011-03-06,10.0
0.6050000000000001,0,2011-03-06,11.0
0.635,0,2011-03-06,12.0
1.23,0,2011-03-06,13.0
1.085,0,2011-03-06,14.0
2.3449999999999998,0,2011-03-06,15.0
2.185,0,2011-03-06,16.0
0.88,0,2011-03-06,17.0
0.37,0,2011-03-06,18.0
0.0,0,2011-03-06,19.0
0.0,0,2011-03-06,20.0
0.0,0,2011-03-06,21.0
0.0,0,2011-03-06,22.0
0.0,0,2011-03-06,23.0
0.0,0,2011-03-07,0.0
0.0,0,2011-03-07,1.0
0.0,0,2011-03-07,2.0
0.0,0,2011-03-07,3.0
0.0,0,2011-03-07,4.0
0.0,0,2011-03-07,5.0
0.0,0,2011-03-07,6.0
0.0,0,2011-03-07,7.0
0.255,0,2011-03-07,8.0
1.595,0,2011-03-07,9.0
3.6399999999999997,0,2011-03-07,10.0
3.49,0,2011-03-07,11.0
4.4,0,2011-03-07,12.0
3.62,0,2011-03-07,13.0
2.535,0,2011-03-07,14.0
3.86,0,2011-03-07,15.0
3.61,0,2011-03-07,16.0
1.1300000000000001,0,2011-03-07,17.0
0.6900000000000001,0,2011-03-07,18.0
0.0,0,2011-03-07,19.0
0.0,0,2011-03-07,20.0
0.0,0,2011-03-07,21.0
0.0,0,2011-03-07,22.0
0.0,0,2011-03-07,23.0
0.0,0,2011-03-08,0.0
0.0,0,2011-03-08,1.0
0.0,0,2011-03-08,2.0
0.0,0,2011-03-08,3.0
0.0,0,2011-03-08,4.0
0.0,0,2011-03-08,5.0
0.0,0,2011-03-08,6.0
0.0,0,2011-03-08,7.0
0.46,0,2011-03-08,8.0
1.725,0,2011-03-08,9.0
1.32,0,2011-03-08,10.0
1.545,0,2011-03-08,11.0
4.655,0,2011-03-08,12.0
4.59,0,2011-03-08,13.0
4.315,0,2011-03-08,14.0
4.655,0,2011-03-08,15.0
3.8550000000000004,0,2011-03-08,16.0
2.5300000000000002,0,2011-03-08,17.0
0.6649999999999999,0,2011-03-08,18.0
0.0,0,2011-03-08,19.0
0.0,0,2011-03-08,20.0
0.0,0,2011-03-08,21.0
0.0,0,2011-03-08,22.0
0.0,0,2011-03-08,23.0
0.0,0,2011-03-09,0.0
0.0,0,2011-03-09,1.0
0.0,0,2011-03-09,2.0
0.0,0,2011-03-09,3.0
0.0,0,2011-03-09,4.0
0.0,0,2011-03-09,5.0
0.0,0,2011-03-09,6.0
0.0,0,2011-03-09,7.0
0.7150000000000001,0,2011-03-09,8.0
2.4949999999999997,0,2011-03-09,9.0
3.88,0,2011-03-09,10.0
4.895,0,2011-03-09,11.0
3.66,0,2011-03-09,12.0
4.245,0,2011-03-09,13.0
4.484999999999999,0,2011-03-09,14.0
4.449999999999999,0,2011-03-09,15.0
4.135000000000001,0,2011-03-09,16.0
2.0,0,2011-03-09,17.0
0.41000000000000003,0,2011-03-09,18.0
0.055,0,2011-03-09,19.0
0.0,0,2011-03-09,20.0
0.0,0,2011-03-09,21.0
0.0,0,2011-03-09,22.0
0.0,0,2011-03-09,23.0
0.0,0,2011-03-10,0.0
0.0,0,2011-03-10,1.0
0.0,0,2011-03-10,2.0
0.0,0,2011-03-10,3.0
0.0,0,2011-03-10,4.0
0.0,0,2011-03-10,5.0
0.0,0,2011-03-10,6.0
0.0,0,2011-03-10,7.0
0.45499999999999996,0,2011-03-10,8.0
2.505,0,2011-03-10,9.0
4.055,0,2011-03-10,10.0
5.105,0,2011-03-10,11.0
5.3149999999999995,0,2011-03-10,12.0
5.23,0,2011-03-10,13.0
5.525,0,2011-03-10,14.0
3.55,0,2011-03-10,15.0
0.64,0,2011-03-10,16.0
2.4,0,2011-03-10,17.0
0.305,0,2011-03-10,18.0
0.0,0,2011-03-10,19.0
0.0,0,2011-03-10,20.0
0.0,0,2011-03-10,21.0
0.0,0,2011-03-10,22.0
0.0,0,2011-03-10,23.0
0.0,0,2011-03-11,0.0
0.0,0,2011-03-11,1.0
0.0,0,2011-03-11,2.0
0.0,0,2011-03-11,3.0
0.0,0,2011-03-11,4.0
0.0,0,2011-03-11,5.0
0.0,0,2011-03-11,6.0
0.0,0,2011-03-11,7.0
0.365,0,2011-03-11,8.0
0.39,0,2011-03-11,9.0
1.12,0,2011-03-11,10.0
0.705,0,2011-03-11,11.0
0.76,0,2011-03-11,12.0
1.02,0,2011-03-11,13.0
0.7649999999999999,0,2011-03-11,14.0
0.405,0,2011-03-11,15.0
0.885,0,2011-03-11,16.0
1.27,0,2011-03-11,17.0
0.16,0,2011-03-11,18.0
0.0,0,2011-03-11,19.0
0.0,0,2011-03-11,20.0
0.0,0,2011-03-11,21.0
0.0,0,2011-03-11,22.0
0.0,0,2011-03-11,23.0
0.0,0,2011-03-12,0.0
0.0,0,2011-03-12,1.0
0.0,0,2011-03-12,2.0
0.0,0,2011-03-12,3.0
0.0,0,2011-03-12,4.0
0.0,0,2011-03-12,5.0
0.0,0,2011-03-12,6.0
0.0,0,2011-03-12,7.0
0.13,0,2011-03-12,8.0
0.55,0,2011-03-12,9.0
1.59,0,2011-03-12,10.0
4.835000000000001,0,2011-03-12,11.0
5.245,0,2011-03-12,12.0
1.68,0,2011-03-12,13.0
1.105,0,2011-03-12,14.0
0.53,0,2011-03-12,15.0
0.735,0,2011-03-12,16.0
0.905,0,2011-03-12,17.0
0.39,0,2011-03-12,18.0
0.0,0,2011-03-12,19.0
0.0,0,2011-03-12,20.0
0.0,0,2011-03-12,21.0
0.0,0,2011-03-12,22.0
0.0,0,2011-03-12,23.0
0.0,0,2011-03-13,0.0
0.0,0,2011-03-13,1.0
0.0,0,2011-03-13,2.0
0.0,0,2011-03-13,3.0
0.0,0,2011-03-13,4.0
0.0,0,2011-03-13,5.0
0.0,0,2011-03-13,6.0
0.0,0,2011-03-13,7.0
0.245,0,2011-03-13,8.0
1.1500000000000001,0,2011-03-13,9.0
1.3900000000000001,0,2011-03-13,10.0
2.05,0,2011-03-13,11.0
2.7199999999999998,0,2011-03-13,12.0
2.635,0,2011-03-13,13.0
1.9,0,2011-03-13,14.0
0.71,0,2011-03-13,15.0
0.7150000000000001,0,2011-03-13,16.0
0.76,0,2011-03-13,17.0
0.225,0,2011-03-13,18.0
0.0,0,2011-03-13,19.0
0.0,0,2011-03-13,20.0
0.0,0,2011-03-13,21.0
0.0,0,2011-03-13,22.0
0.0,0,2011-03-13,23.0
0.0,0,2011-03-14,0.0
0.0,0,2011-03-14,1.0
0.0,0,2011-03-14,2.0
0.0,0,2011-03-14,3.0
0.0,0,2011-03-14,4.0
0.0,0,2011-03-14,5.0
0.0,0,2011-03-14,6.0
0.0,0,2011-03-14,7.0
0.22000000000000003,0,2011-03-14,8.0
2.6049999999999995,0,2011-03-14,9.0
2.345,0,2011-03-14,10.0
2.8999999999999995,0,2011-03-14,11.0
3.715,0,2011-03-14,12.0
3.0900000000000003,0,2011-03-14,13.0
2.6149999999999998,0,2011-03-14,14.0
5.275,0,2011-03-14,15.0
1.0,0,2011-03-14,16.0
1.815,0,2011-03-14,17.0
0.0,0,2011-03-14,18.0
0.0,0,2011-03-14,19.0
0.0,0,2011-03-14,20.0
0.0,0,2011-03-14,21.0
0.0,0,2011-03-14,22.0
0.0,0,2011-03-14,23.0
0.0,0,2011-03-15,0.0
0.0,0,2011-03-15,1.0
0.0,0,2011-03-15,2.0
0.0,0,2011-03-15,3.0
0.0,0,2011-03-15,4.0
0.0,0,2011-03-15,5.0
0.0,0,2011-03-15,6.0
0.05,0,2011-03-15,7.0
1.0,0,2011-03-15,8.0
1.4700000000000002,0,2011-03-15,9.0
2.705,0,2011-03-15,10.0
1.27,0,2011-03-15,11.0
5.824999999999999,0,2011-03-15,12.0
5.6499999999999995,0,2011-03-15,13.0
5.525,0,2011-03-15,14.0
5.085,0,2011-03-15,15.0
3.585,0,2011-03-15,16.0
1.625,0,2011-03-15,17.0
0.4,0,2011-03-15,18.0
0.0,0,2011-03-15,19.0
0.0,0,2011-03-15,20.0
0.0,0,2011-03-15,21.0
0.0,0,2011-03-15,22.0
0.0,0,2011-03-15,23.0
0.0,0,2011-03-16,0.0
0.0,0,2011-03-16,1.0
0.0,0,2011-03-16,2.0
0.0,0,2011-03-16,3.0
0.0,0,2011-03-16,4.0
0.0,0,2011-03-16,5.0
0.0,0,2011-03-16,6.0
0.0,0,2011-03-16,7.0
0.28500000000000003,0,2011-03-16,8.0
0.8049999999999999,0,2011-03-16,9.0
1.68,0,2011-03-16,10.0
4.5600000000000005,0,2011-03-16,11.0
5.405000000000001,0,2011-03-16,12.0
4.7,0,2011-03-16,13.0
3.175,0,2011-03-16,14.0
1.355,0,2011-03-16,15.0
1.2650000000000001,0,2011-03-16,16.0
1.66,0,2011-03-16,17.0
0.45499999999999996,0,2011-03-16,18.0
0.0,0,2011-03-16,19.0
0.0,0,2011-03-16,20.0
0.0,0,2011-03-16,21.0
0.0,0,2011-03-16,22.0
0.0,0,2011-03-16,23.0
0.0,0,2011-03-17,0.0
0.0,0,2011-03-17,1.0
0.0,0,2011-03-17,2.0
0.0,0,2011-03-17,3.0
0.0,0,2011-03-17,4.0
0.0,0,2011-03-17,5.0
0.0,0,2011-03-17,6.0
0.0,0,2011-03-17,7.0
0.115,0,2011-03-17,8.0
0.845,0,2011-03-17,9.0
1.67,0,2011-03-17,10.0
3.2,0,2011-03-17,11.0
3.685,0,2011-03-17,12.0
5.489999999999999,0,2011-03-17,13.0
5.005,0,2011-03-17,14.0
4.234999999999999,0,2011-03-17,15.0
3.88,0,2011-03-17,16.0
2.5,0,2011-03-17,17.0
0.795,0,2011-03-17,18.0
0.04,0,2011-03-17,19.0
0.0,0,2011-03-17,20.0
0.0,0,2011-03-17,21.0
0.0,0,2011-03-17,22.0
0.0,0,2011-03-17,23.0
0.0,0,2011-03-18,0.0
0.0,0,2011-03-18,1.0
0.0,0,2011-03-18,2.0
0.0,0,2011-03-18,3.0
0.0,0,2011-03-18,4.0
0.0,0,2011-03-18,5.0
0.0,0,2011-03-18,6.0
0.045,0,2011-03-18,7.0
1.155,0,2011-03-18,8.0
1.79,0,2011-03-18,9.0
3.34,0,2011-03-18,10.0
2.435,0,2011-03-18,11.0
3.7300000000000004,0,2011-03-18,12.0
3.5999999999999996,0,2011-03-18,13.0
2.615,0,2011-03-18,14.0
3.3,0,2011-03-18,15.0
1.2849999999999997,0,2011-03-18,16.0
0.6299999999999999,0,2011-03-18,17.0
0.19,0,2011-03-18,18.0
0.0,0,2011-03-18,19.0
0.0,0,2011-03-18,20.0
0.0,0,2011-03-18,21.0
0.0,0,2011-03-18,22.0
0.0,0,2011-03-18,23.0
0.0,0,2011-03-19,0.0
0.0,0,2011-03-19,1.0
0.0,0,2011-03-19,2.0
0.0,0,2011-03-19,3.0
0.0,0,2011-03-19,4.0
0.0,0,2011-03-19,5.0
0.0,0,2011-03-19,6.0
0.0,0,2011-03-19,7.0
0.3,0,2011-03-19,8.0
1.055,0,2011-03-19,9.0
2.285,0,2011-03-19,10.0
3.04,0,2011-03-19,11.0
3.0999999999999996,0,2011-03-19,12.0
3.9,0,2011-03-19,13.0
4.72,0,2011-03-19,14.0
2.7800000000000002,0,2011-03-19,15.0
2.5,0,2011-03-19,16.0
0.94,0,2011-03-19,17.0
0.49000000000000005,0,2011-03-19,18.0
0.075,0,2011-03-19,19.0
0.0,0,2011-03-19,20.0
0.0,0,2011-03-19,21.0
0.0,0,2011-03-19,22.0
0.0,0,2011-03-19,23.0
0.0,0,2011-03-20,0.0
0.0,0,2011-03-20,1.0
0.0,0,2011-03-20,2.0
0.0,0,2011-03-20,3.0
0.0,0,2011-03-20,4.0
0.0,0,2011-03-20,5.0
0.0,0,2011-03-20,6.0
0.0,0,2011-03-20,7.0
1.265,0,2011-03-20,8.0
1.4300000000000002,0,2011-03-20,9.0
4.22,0,2011-03-20,10.0
4.985,0,2011-03-20,11.0
4.154999999999999,0,2011-03-20,12.0
4.325,0,2011-03-20,13.0
5.1899999999999995,0,2011-03-20,14.0
4.765000000000001,0,2011-03-20,15.0
2.9400000000000004,0,2011-03-20,16.0
1.385,0,2011-03-20,17.0
0.48000000000000004,0,2011-03-20,18.0
0.0,0,2011-03-20,19.0
0.0,0,2011-03-20,20.0
0.0,0,2011-03-20,21.0
0.0,0,2011-03-20,22.0
0.0,0,2011-03-20,23.0
0.0,0,2011-03-21,0.0
0.0,0,2011-03-21,1.0
0.0,0,2011-03-21,2.0
0.0,0,2011-03-21,3.0
0.0,0,2011-03-21,4.0
0.0,0,2011-03-21,5.0
0.0,0,2011-03-21,6.0
0.0,0,2011-03-21,7.0
0.48,0,2011-03-21,8.0
2.25,0,2011-03-21,9.0
2.8000000000000003,0,2011-03-21,10.0
2.3200000000000003,0,2011-03-21,11.0
4.145,0,2011-03-21,12.0
2.8166666666666664,0,2011-03-21,13.0
4.605,0,2011-03-21,14.0
4.5,0,2011-03-21,15.0
2.79,0,2011-03-21,16.0
1.8849999999999998,0,2011-03-21,17.0
0.775,0,2011-03-21,18.0
0.065,0,2011-03-21,19.0
0.0,0,2011-03-21,20.0
0.0,0,2011-03-21,21.0
0.0,0,2011-03-21,22.0
0.0,0,2011-03-21,23.0
0.0,0,2011-03-22,0.0
0.0,0,2011-03-22,1.0
0.0,0,2011-03-22,2.0
0.0,0,2011-03-22,3.0
0.0,0,2011-03-22,4.0
0.0,0,2011-03-22,5.0
0.0,0,2011-03-22,6.0
0.0,0,2011-03-22,7.0
0.9450000000000001,0,2011-03-22,8.0
2.13,0,2011-03-22,9.0
3.125,0,2011-03-22,10.0
4.73,0,2011-03-22,11.0
2.27,0,2011-03-22,12.0
5.3149999999999995,0,2011-03-22,13.0
2.48,0,2011-03-22,14.0
3.095,0,2011-03-22,15.0
1.0150000000000001,0,2011-03-22,16.0
1.145,0,2011-03-22,17.0
0.7050000000000001,0,2011-03-22,18.0
0.045,0,2011-03-22,19.0
0.0,0,2011-03-22,20.0
0.0,0,2011-03-22,21.0
0.0,0,2011-03-22,22.0
0.0,0,2011-03-22,23.0
0.0,0,2011-03-23,0.0
0.0,0,2011-03-23,1.0
0.0,0,2011-03-23,2.0
0.0,0,2011-03-23,3.0
0.0,0,2011-03-23,4.0
0.0,0,2011-03-23,5.0
0.0,0,2011-03-23,6.0
0.04,0,2011-03-23,7.0
0.9299999999999999,0,2011-03-23,8.0
1.9200000000000002,0,2011-03-23,9.0
3.855,0,2011-03-23,10.0
4.8100000000000005,0,2011-03-23,11.0
5.37,0,2011-03-23,12.0
5.33,0,2011-03-23,13.0
5.180000000000001,0,2011-03-23,14.0
4.665,0,2011-03-23,15.0
3.6900000000000004,0,2011-03-23,16.0
2.335,0,2011-03-23,17.0
0.78,0,2011-03-23,18.0
0.05,0,2011-03-23,19.0
0.0,0,2011-03-23,20.0
0.0,0,2011-03-23,21.0
0.0,0,2011-03-23,22.0
0.0,0,2011-03-23,23.0
0.0,0,2011-03-24,0.0
0.0,0,2011-03-24,1.0
0.0,0,2011-03-24,2.0
0.0,0,2011-03-24,3.0
0.0,0,2011-03-24,4.0
0.0,0,2011-03-24,5.0
0.0,0,2011-03-24,6.0
0.0,0,2011-03-24,7.0
0.575,0,2011-03-24,8.0
2.675,0,2011-03-24,9.0
1.5350000000000001,0,2011-03-24,10.0
1.5550000000000002,0,2011-03-24,11.0
5.255000000000001,0,2011-03-24,12.0
5.744999999999999,0,2011-03-24,13.0
5.705,0,2011-03-24,14.0
4.6850000000000005,0,2011-03-24,15.0
3.75,0,2011-03-24,16.0
2.345,0,2011-03-24,17.0
0.725,0,2011-03-24,18.0
0.025,0,2011-03-24,19.0
0.0,0,2011-03-24,20.0
0.0,0,2011-03-24,21.0
0.0,0,2011-03-24,22.0
0.0,0,2011-03-24,23.0
0.0,0,2011-03-25,0.0
0.0,0,2011-03-25,1.0
0.0,0,2011-03-25,2.0
0.0,0,2011-03-25,3.0
0.0,0,2011-03-25,4.0
0.0,0,2011-03-25,5.0
0.0,0,2011-03-25,6.0
0.09,0,2011-03-25,7.0
1.165,0,2011-03-25,8.0
2.775,0,2011-03-25,9.0
4.06,0,2011-03-25,10.0
4.325,0,2011-03-25,11.0
4.63,0,2011-03-25,12.0
3.245,0,2011-03-25,13.0
3.345,0,2011-03-25,14.0
3.0949999999999998,0,2011-03-25,15.0
2.14,0,2011-03-25,16.0
1.01,0,2011-03-25,17.0
0.295,0,2011-03-25,18.0
0.0,0,2011-03-25,19.0
0.0,0,2011-03-25,20.0
0.0,0,2011-03-25,21.0
0.0,0,2011-03-25,22.0
0.0,0,2011-03-25,23.0
0.0,0,2011-03-26,0.0
0.0,0,2011-03-26,1.0
0.0,0,2011-03-26,2.0
0.0,0,2011-03-26,3.0
0.0,0,2011-03-26,4.0
0.0,0,2011-03-26,5.0
0.0,0,2011-03-26,6.0
0.165,0,2011-03-26,7.0
1.125,0,2011-03-26,8.0
2.7350000000000003,0,2011-03-26,9.0
3.9450000000000003,0,2011-03-26,10.0
4.855,0,2011-03-26,11.0
5.24,0,2011-03-26,12.0
5.3950000000000005,0,2011-03-26,13.0
5.015000000000001,0,2011-03-26,14.0
4.71,0,2011-03-26,15.0
3.51,0,2011-03-26,16.0
1.185,0,2011-03-26,17.0
0.485,0,2011-03-26,18.0
0.075,0,2011-03-26,19.0
0.0,0,2011-03-26,20.0
0.0,0,2011-03-26,21.0
0.0,0,2011-03-26,22.0
0.0,0,2011-03-26,23.0
0.0,0,2011-03-27,0.0
,0,2011-03-27,
0.0,0,2011-03-27,2.0
0.0,0,2011-03-27,3.0
0.0,0,2011-03-27,4.0
0.0,0,2011-03-27,5.0
0.0,0,2011-03-27,6.0
0.0,0,2011-03-27,7.0
0.035,0,2011-03-27,8.0
1.03,0,2011-03-27,9.0
0.765,0,2011-03-27,10.0
0.91,0,2011-03-27,11.0
2.495,0,2011-03-27,12.0
2.095,0,2011-03-27,13.0
1.4949999999999999,0,2011-03-27,14.0
1.83,0,2011-03-27,15.0
1.495,0,2011-03-27,16.0
1.04,0,2011-03-27,17.0
0.54,0,2011-03-27,18.0
0.31,0,2011-03-27,19.0
0.0,0,2011-03-27,20.0
0.0,0,2011-03-27,21.0
0.0,0,2011-03-27,22.0
0.0,0,2011-03-27,23.0
0.0,0,2011-03-28,0.0
0.0,0,2011-03-28,1.0
0.0,0,2011-03-28,2.0
0.0,0,2011-03-28,3.0
0.0,0,2011-03-28,4.0
0.0,0,2011-03-28,5.0
0.0,0,2011-03-28,6.0
0.0,0,2011-03-28,7.0
0.075,0,2011-03-28,8.0
1.145,0,2011-03-28,9.0
2.755,0,2011-03-28,10.0
4.045,0,2011-03-28,11.0
4.84,0,2011-03-28,12.0
5.2749999999999995,0,2011-03-28,13.0
5.39,0,2011-03-28,14.0
5.195,0,2011-03-28,15.0
4.5600000000000005,0,2011-03-28,16.0
3.355,0,2011-03-28,17.0
2.185,0,2011-03-28,18.0
0.81,0,2011-03-28,19.0
0.035,0,2011-03-28,20.0
0.0,0,2011-03-28,21.0
0.0,0,2011-03-28,22.0
0.0,0,2011-03-28,23.0
0.0,0,2011-03-29,0.0
0.0,0,2011-03-29,1.0
0.0,0,2011-03-29,2.0
0.0,0,2011-03-29,3.0
0.0,0,2011-03-29,4.0
0.0,0,2011-03-29,5.0
0.0,0,2011-03-29,6.0
0.0,0,2011-03-29,7.0
0.0,0,2011-03-29,8.0
0.535,0,2011-03-29,9.0
2.75,0,2011-03-29,10.0
3.365,0,2011-03-29,11.0
3.495,0,2011-03-29,12.0
2.195,0,2011-03-29,13.0
2.335,0,2011-03-29,14.0
2.6566666666666667,0,2011-03-29,15.0
3.01,0,2011-03-29,16.0
2.54,0,2011-03-29,17.0
0.64,0,2011-03-29,18.0
0.22999999999999998,0,2011-03-29,19.0
0.0,0,2011-03-29,20.0
0.0,0,2011-03-29,21.0
0.0,0,2011-03-29,22.0
0.0,0,2011-03-29,23.0
0.0,0,2011-03-30,0.0
0.0,0,2011-03-30,1.0
0.0,0,2011-03-30,2.0
0.0,0,2011-03-30,3.0
0.0,0,2011-03-30,4.0
0.0,0,2011-03-30,5.0
0.0,0,2011-03-30,6.0
0.0,0,2011-03-30,7.0
0.0,0,2011-03-30,8.0
0.13,0,2011-03-30,9.0
1.415,0,2011-03-30,10.0
1.535,0,2011-03-30,11.0
1.745,0,2011-03-30,12.0
4.965,0,2011-03-30,13.0
5.574999999999999,0,2011-03-30,14.0
5.32,0,2011-03-30,15.0
4.82,0,2011-03-30,16.0
3.6799999999999997,0,2011-03-30,17.0
1.92,0,2011-03-30,18.0
0.72,0,2011-03-30,19.0
0.025,0,2011-03-30,20.0
0.0,0,2011-03-30,21.0
0.0,0,2011-03-30,22.0
0.0,0,2011-03-30,23.0
0.0,0,2011-03-31,0.0
0.0,0,2011-03-31,1.0
0.0,0,2011-03-31,2.0
0.0,0,2011-03-31,3.0
0.0,0,2011-03-31,4.0
0.0,0,2011-03-31,5.0
0.0,0,2011-03-31,6.0
0.0,0,2011-03-31,7.0
0.09,0,2011-03-31,8.0
0.6599999999999999,0,2011-03-31,9.0
2.52,0,2011-03-31,10.0
3.26,0,2011-03-31,11.0
4.895,0,2011-03-31,12.0
5.455,0,2011-03-31,13.0
5.595,0,2011-03-31,14.0
5.5200000000000005,0,2011-03-31,15.0
3.965,0,2011-03-31,16.0
3.4750000000000005,0,2011-03-31,17.0
1.5899999999999999,0,2011-03-31,18.0
0.54,0,2011-03-31,19.0
0.085,0,2011-03-31,20.0
0.0,0,2011-03-31,21.0
0.0,0,2011-03-31,22.0
0.0,0,2011-03-31,23.0
0.0,0,2011-04-01,0.0
0.0,0,2011-04-01,1.0
0.0,0,2011-04-01,2.0
0.0,0,2011-04-01,3.0
0.0,0,2011-04-01,4.0
0.0,0,2011-04-01,5.0
0.0,0,2011-04-01,6.0
0.0,0,2011-04-01,7.0
0.035,0,2011-04-01,8.0
0.525,0,2011-04-01,9.0
2.045,0,2011-04-01,10.0
3.8049999999999997,0,2011-04-01,11.0
3.3549999999999995,0,2011-04-01,12.0
5.44,0,2011-04-01,13.0
5.654999999999999,0,2011-04-01,14.0
4.680000000000001,0,2011-04-01,15.0
4.7,0,2011-04-01,16.0
2.9349999999999996,0,2011-04-01,17.0
2.795,0,2011-04-01,18.0
0.905,0,2011-04-01,19.0
0.04,0,2011-04-01,20.0
0.0,0,2011-04-01,21.0
0.0,0,2011-04-01,22.0
0.0,0,2011-04-01,23.0
0.0,0,2011-04-02,0.0
0.0,0,2011-04-02,1.0
0.0,0,2011-04-02,2.0
0.0,0,2011-04-02,3.0
0.0,0,2011-04-02,4.0
0.0,0,2011-04-02,5.0
0.0,0,2011-04-02,6.0
0.0,0,2011-04-02,7.0
0.0,0,2011-04-02,8.0
0.4,0,2011-04-02,9.0
1.05,0,2011-04-02,10.0
0.8049999999999999,0,2011-04-02,11.0
2.57,0,2011-04-02,12.0
2.145,0,2011-04-02,13.0
1.74,0,2011-04-02,14.0
0.94,0,2011-04-02,15.0
0.49,0,2011-04-02,16.0
0.36000000000000004,0,2011-04-02,17.0
0.31,0,2011-04-02,18.0
0.365,0,2011-04-02,19.0
